ALFA ROMEO     , ALFA 147 , 1.6 TS DISTINCTIVE ,07, 937BXA1A05    , BE5,nr15545,   ,INJ ,105,Yes
SEAT           , IBIZA    , 1.9 SDI SELECT PLUS,04,               , BE5,nr16007,S7 ,DIES,068,Yes
SEAT           , IBIZA    , 1.9 SDI SIGNO PLUS ,04,               , BE3,nr16008,S7 ,DIES,068,Yes
SEAT           , IBIZA    , 1.9 SDI SIGNO PLUS ,04,               , BE5,nr16009,S7 ,DIES,068,Yes
SEAT           , IBIZA    , 1.9 SDI STELLA PLUS,04,               , BE3,nr16010,S7 ,DIES,068,Yes
SEAT           , IBIZA    , 1.9 SDI STELLA PLUS,04,               , BE5,nr16011,S7 ,DIES,068,Yes
SEAT           , IBIZA    , 1.9 TDI SIGNO PLUS ,05,               , BE3,nr16012,S7 ,DITU,090,Yes
SEAT           , IBIZA    , 1.9 TDI SIGNO PLUS ,05,               , BE5,nr16013,S7 ,DITU,090,Yes
SEAT           , IBIZA    , 1.9 TDI SIGNO PLUS ,06,               , BE5,nr16014,S7 ,DITU,110,Yes
SEAT           , IBIZA    , 1.9 TDI SPORT PLUS ,05,               , BE3,nr16015,S7 ,DITU,090,Yes
SEAT           , IBIZA    , 1.9 TDI SPORT PLUS ,06,               , BE3,nr16016,S7 ,DITU,110,Yes
SEAT           , IBIZA    , 1.9 TDI STELLA PLUS,05,               , BE3,nr16017,S7 ,DITU,090,Yes
SEAT           , IBIZA    , 1.9 TDI STELLA PLUS,05,               , BE5,nr16018,S7 ,DITU,090,Yes
SKODA          , FABIA    , COMBI 1.4 68 CLASSI,05,C              , BK5,nr16019,S7 ,INJ ,068,Yes
SKODA          , FABIA    , COMBI 1.4 75 COMFOR,05,T              , BK5,nr16020,S7 ,INJ ,075,Yes
SKODA          , FABIA    , COMBI 1.4 ELEGANCE ,06,               , BK5,nr16021,S7 ,INJ ,100,Yes
SKODA          , FABIA    , COMBI 1.9 SDI CLASS,04,I              , BK5,nr16022,S7 ,DIES,064,Yes
SKODA          , FABIA    , COMBI 1.9 SDI COMFO,04,R              , BK5,nr16023,S7 ,DIES,064,Yes
SKODA          , FABIA    , COMBI 1.9 TDI COMFO,06,               , BK5,nr16024,S7 ,DITU,100,Yes
SKODA          , FABIA    , COMBI 1.9 TDI ELEGA,06,N              , BK5,nr16025,S7 ,DITU,100,Yes
SUZUKI         , GRD VITAR,A2.0TD LUXE         ,07,               , BK5,nr16026,   ,DITU,109,Yes
SUZUKI         , GRD VITAR,A2.0TD STANDARD     ,07,               , BK5,nr16027,   ,DITU,109,Yes
SUZUKI         , GRD VITAR,A2.5 V6 LUXE        ,10,               , BK5,nr16028,   ,INJ ,144,Yes
SUZUKI         , GRD VITAR,A2.5 V6 LUXE BA     ,11,               , BK5,nr16029,   ,INJ ,144,Yes
TOYOTA         , LEXUS    , RX 300 PACK        ,15, JTJHF10U      , BK5,nr16030,   ,INJ ,201,Yes
TOYOTA         , LEXUS    , RX 300 PACK GPS    ,15, JTJHF10U      , BK5,nr16031,   ,INJ ,201,Yes
TOYOTA         , LEXUS    , RX 300 PACK LUXE   ,15, JTJHF10U      , BK5,nr16032,   ,INJ ,201,Yes
TOYOTA         , LEXUS    , RX 300 PACK LUXE GP,15,SJTJHF10U      , BK5,nr16033,   ,INJ ,201,Yes
VOLKSWAGEN     , BORA     , SPORT V5           ,11,               , BE4,nr16034,S7 ,INJ ,170,Yes
VOLKSWAGEN     , BORA     , SPORT V5           ,11,               , BK5,nr16035,S7 ,INJ ,170,Yes
VOLKSWAGEN     , GOLF IV  , CABRIO CARAT 2.0   ,08,               , CAB,nr16036,S7 ,INJ ,115,Yes
VOLKSWAGEN     , GOLF IV  , CABRIO CARAT 2.0 BA,08,               , CAB,nr16037,S7 ,INJ ,115,Yes
VOLKSWAGEN     , GOLF IV  , CABRIO MAYFLOWER 2.,08,0              , CAB,nr16038,S7 ,INJ ,115,Yes
VOLKSWAGEN     , GOLF IV  , TDI 100            ,06,               , BK5,nr16039,S7 ,DITU,100,Yes
VOLKSWAGEN     , LUPO     , 1.6 16V GTI        ,08,               , BE3,nr16040,S7 ,INJ ,125,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH      ,05,               , BE3,nr16041,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH      ,05,               , BE5,nr16042,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH BA   ,06,               , BE3,nr16043,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH BA   ,06,               , BE5,nr16044,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH CFT B,06,A              , BE3,nr16045,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH CFT B,06,A              , BE5,nr16046,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH CONFO,05,R              , BE3,nr16047,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 16S MATCH CONFO,05,R              , BE5,nr16048,S7 ,INJ ,075,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH          ,04,               , BE3,nr16049,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH          ,05,               , BE3,nr16050,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH          ,04,               , BE5,nr16051,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH          ,05,               , BE5,nr16052,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH CONFORT  ,04,               , BE3,nr16053,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH CONFORT  ,05,               , BE3,nr16054,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH CONFORT  ,04,               , BE5,nr16055,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 MATCH CONFORT  ,05,               , BE5,nr16056,S7 ,INJ ,060,Yes
VOLKSWAGEN     , POLO     , 1.4 TDI MATCH      ,04,               , BE3,nr16057,S7 ,DITU,075,Yes
VOLKSWAGEN     , POLO     , 1.4 TDI MATCH      ,04,               , BE5,nr16058,S7 ,DITU,075,Yes
VOLKSWAGEN     , POLO     , 1.4 TDI MATCH CONFO,04,R              , BE3,nr16059,S7 ,DITU,075,Yes
VOLKSWAGEN     , POLO     , 1.4 TDI MATCH CONFO,04,R              , BE5,nr16060,S7 ,DITU,075,Yes
VOLVO          , S40      , 1.6 16V TITANIUM   ,07, VS10K3        , BE4,nr16061,   ,INJ ,109,Yes
VOLVO          , S40      , 1.8 16V TITANIUM   ,08, VS14K9        , BE4,nr16062,   ,INJ ,122,Yes
VOLVO          , S40      , 1.8 16V TITANIUM   ,07, VS15K3        , BE4,nr16063,   ,INJ ,115,Yes
VOLVO          , S40      , 1.8I TITANIUM      ,07, VS2675        , BE4,nr16064,   ,INJ ,125,Yes
VOLVO          , S40      , 1.9D TITANIUM 102  ,06, VS7882        , BE4,nr16065,   ,DITU,102,Yes
VOLVO          , S40      , 1.9D TITANIUM 115  ,06, VS7082        , BE4,nr16066,   ,DITU,115,Yes
VOLVO          , S40      , 2.0 16V TITANIUM   ,09, VS17K2        , BE4,nr16067,   ,INJ ,136,Yes
VOLVO          , S40      , 2.0 16V TITANIUM   ,09, VS17K9        , BE4,nr16068,   ,INJ ,136,Yes
VOLVO          , S40      , 2.0T TITANIUM      ,10, VS2962        , BE4,nr16069,   ,INTU,164,Yes
VOLVO          , S40      , 2.0T TITANIUM      ,11, VS2969        , BE4,nr16070,   ,INTU,164,Yes
VOLVO          , S40      , T4 TITANIUM        ,13, VS3762        , BE4,nr16071,   ,INTU,200,Yes
VOLVO          , S40      , T4 TITANIUM        ,13, VS3769        , BE4,nr16072,   ,INTU,200,Yes
VOLVO          , V40      , 1.6 16V TITANIUM   ,07, VW10K3        , BK5,nr16073,   ,INJ ,109,Yes
VOLVO          , V40      , 1.8 16V TITANIUM   ,08, VW14K9        , BK5,nr16074,   ,INJ ,122,Yes
VOLVO          , V40      , 1.8 16V TITANIUM   ,07, VW15K3        , BK5,nr16075,   ,INJ ,115,Yes
VOLVO          , V40      , 1.8I TITANIUM      ,07, VW2675        , BK5,nr16076,   ,INJ ,125,Yes
VOLVO          , V40      , 1.9D TITANIUM 102  ,06, VW7882        , BK5,nr16077,   ,DITU,102,Yes
VOLVO          , V40      , 1.9D TITANIUM 115  ,06, VW7082        , BK5,nr16078,   ,DITU,115,Yes
VOLVO          , V40      , 2.0 16V TITANIUM   ,09, VW17K2        , BK5,nr16079,   ,INJ ,136,Yes
VOLVO          , V40      , 2.0 16V TITANIUM   ,09, VW17K9        , BK5,nr16080,   ,INJ ,136,Yes
VOLVO          , V40      , 2.0T TITANIUM      ,10, VW2962        , BK5,nr16081,   ,INTU,164,Yes
VOLVO          , V40      , 2.0T TITANIUM      ,11, VW2969        , BK5,nr16082,   ,INTU,164,Yes
VOLVO          , V40      , T4 TITANIUM        ,13, VW3762        , BK5,nr16083,   ,INTU,200,Yes
VOLVO          , V40      , T4 TITANIUM        ,13, VW3769        , BK5,nr16084,   ,INTU,200,Yes
VOLVO          , V40      , T4 TITANIUM        ,13, VW3769        , BK5,nr16085,   ,INTU,200,Yes
