code régime;caisse gestionnaire;centre gestionnaire;libellé;régime;organisme destinataire;code centre informatique;adresse 1;adresse 2;commune;code postal;cédex;téléphone;fax
94;781;0500;MFP  M.G.A.S. VERSAILLES;MFP Services;500;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0524;MFP  M.G.P.A. BOBIGNY;MFP Services;524;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0524;MFP  M.G.P.A. CERGY-PONTOISE;MFP Services;524;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0524;MFP  M.G.P.A. CRETEIL;MFP Services;524;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0524;MFP  M.G.P.A. EVRY;MFP Services;524;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0524;MFP  M.G.P.A. NANTERRE;MFP Services;524;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0524;MFP  M.G.P.A. PARIS;MFP Services;524;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0524;MFP  M.G.P.A. VERSAILLES;MFP Services;524;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0520;MFP  M.G.P.A.T. BOBIGNY;MFP Services;520;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0634;MFP  M.G.P.A.T. BOBIGNY;MFP Services;634;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0520;MFP  M.G.P.A.T. CERGY-PONTOISE;MFP Services;520;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0634;MFP  M.G.P.A.T. CERGY-PONTOISE;MFP Services;634;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0520;MFP  M.G.P.A.T. CRETEIL;MFP Services;520;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0634;MFP  M.G.P.A.T. CRETEIL;MFP Services;634;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0520;MFP  M.G.P.A.T. EVRY;MFP Services;520;026;'le Palatino';17 avenue de Choisy ;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0634;MFP  M.G.P.A.T. EVRY;MFP Services;634;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0520;MFP  M.G.P.A.T. NANTERRE;MFP Services;520;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0634;MFP  M.G.P.A.T. NANTERRE;MFP Services;634;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0520;MFP  M.G.P.A.T. PARIS;MFP Services;520;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0634;MFP  M.G.P.A.T. PARIS;MFP Services;634;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0520;MFP  M.G.P.A.T. VERSAILLES;MFP Services;520;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0634;MFP  M.G.P.A.T. VERSAILLES;MFP Services;634;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0527;MFP  M.M.J. BOBIGNY;MFP Services;527;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0527;MFP  M.M.J. CERGY-PONTOISE;MFP Services;527;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0527;MFP  M.M.J. CRETEIL;MFP Services;527;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0527;MFP  M.M.J. EVRY;MFP Services;527;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0527;MFP  M.M.J. NANTERRE;MFP Services;527;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0527;MFP  M.M.J. PARIS;MFP Services;527;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0527;MFP  M.M.J. VERSAILLES;MFP Services;527;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0526;MFP  M.P.A.A.C BOBIGNY;MFP Services;526;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0526;MFP  M.P.A.A.C CERGY-PONTOISE;MFP Services;526;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0526;MFP  M.P.A.A.C CRETEIL;MFP Services;526;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0526;MFP  M.P.A.A.C EVRY;MFP Services;526;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0526;MFP  M.P.A.A.C NANTERRE;MFP Services;526;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0526;MFP  M.P.A.A.C PARIS;MFP Services;526;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0526;MFP  M.P.A.A.C VERSAILLES;MFP Services;526;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0509;MFP  M.P.I.R. BOBIGNY;MFP Services;509;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0509;MFP  M.P.I.R. CERGY-PONTOISE;MFP Services;509;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0509;MFP  M.P.I.R. CRETEIL;MFP Services;509;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0509;MFP  M.P.I.R. EVRY;MFP Services;509;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0509;MFP  M.P.I.R. NANTERRE;MFP Services;509;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0509;MFP  M.P.I.R. PARIS;MFP Services;509;026;'le Palatino';17 avenue de Choisy  ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0509;MFP  M.P.I.R. VERSAILLES;MFP Services;509;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;711;0599;MFP  MACON;MFP Services;711;026;CS 99594				;;MONTPELLIER 	;34965;CÉDEX 01;08 21 22 00 65;
94;131;0599;MFP  MARSEILLE;MFP Services;131;026;CS 99594		 	;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;596;0599;MFP  MAUBEUGE;MFP Services;596;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;771;0599;MFP  MELUN RUBELLES;MFP Services;771;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;481;0599;MFP  MENDE;MFP Services;481;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;571;0599;MFP  METZ;MFP Services;571;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01;	08 21 22 00 65;
94;401;0599;MFP  MONT DE MARSAN;MFP Services;401;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;821;0599;MFP  MONTAUBAN;MFP Services;821;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;252;0599;MFP  MONTBELIARD;MFP Services;252;026;CS 99594			;;MONTPELLIER 	;34965;CÉDEX 01	;08 21 22 00 65;
94;342;0599;MFP  MONTPELLIER;MFP Services;342;026;CS 99594		;;MONTPELLIER;34965;CÉDEX 1;08 21 22 00 65;
94;031;0599;MFP  MOULINS;MFP Services;031;026;CS 99594	;;MONTPELLIER 	;34965;CÉDEX 01;08 21 22 00 65;
94;682;0599;MFP  MULHOUSE;MFP Services;682;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;931;0533;MFP  Mut des Aff. Etrangeres BOBIGNY;MFP Services;533;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0533;MFP  Mut des Aff. Etrangeres CERGY-PONTOISE;MFP Services;533;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0533;MFP  Mut des Aff. Etrangeres CRETEIL;MFP Services;533;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0533;MFP  Mut des Aff. Etrangeres EVRY;MFP Services;533;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0533;MFP  Mut des Aff. Etrangeres NANTERRE;MFP Services;533;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0533;MFP  Mut des Aff. Etrangeres PARIS;MFP Services;533;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0533;MFP  Mut des Aff. Etrangeres VERSAILLES;MFP Services;533;026;'le Palatino';17 avenue de Choisy ;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0518;MFP  Mut des Caisses de D&C BOBIGNY;MFP Services;518;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0518;MFP  Mut des Caisses de D&C CERGY-PONTOISE;MFP Services;518;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0518;MFP  Mut des Caisses de D&C CRETEIL;MFP Services;518;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0518;MFP  Mut des Caisses de D&C EVRY;MFP Services;518;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0518;MFP  Mut des Caisses de D&C NANTERRE;MFP Services;518;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0518;MFP  Mut des Caisses de D&C PARIS;MFP Services;518;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0518;MFP  Mut des Caisses de D&C VERSAILLES;MFP Services;518;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0513;MFP  Mutuelle des Douanes BOBIGNY;MFP Services;513;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0513;MFP  Mutuelle des Douanes CERGY-PONTOISE;MFP Services;513;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0513;MFP  Mutuelle des Douanes CRETEIL;MFP Services;513;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0513;MFP  Mutuelle des Douanes EVRY;MFP Services;513;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0513;MFP  Mutuelle des Douanes NANTERRE;MFP Services;513;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0513;MFP  Mutuelle des Douanes PARIS;MFP Services;513;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0513;MFP  Mutuelle des Douanes VERSAILLES;MFP Services;513;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;931;0511;MFP  Mutuelle du Tresor BOBIGNY;MFP Services;514;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0511;MFP  Mutuelle du Tresor CERGY-PONTOISE;MFP Services;514;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0511;MFP  Mutuelle du Tresor CRETEIL;MFP Services;514;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0511;MFP  Mutuelle du Tresor EVRY;MFP Services;514;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0511;MFP  Mutuelle du Tresor NANTERRE;MFP Services;514;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0511;MFP  Mutuelle du Tresor PARIS;MFP Services;514;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0511;MFP  Mutuelle du Tresor VERSAILLES;MFP Services;514;026;'le Palatino';17 avenue de Choisy ;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;542;0599;MFP  NANCY;MFP Services;542;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;441;0599;MFP  NANTES;MFP Services;441;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;581;0599;MFP  NEVERS;MFP Services;581;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;061;0599;MFP  NICE;MFP Services;061;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;301;0599;MFP  NIMES;MFP Services;301;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;791;0599;MFP  NIORT;MFP Services;791;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;451;0599;MFP  ORLEANS;MFP Services;451;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;642;0599;MFP  PAU;MFP Services;642;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;241;0599;MFP  PERIGUEUX;MFP Services;241;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;661;0599;MFP  PERPIGNAN;MFP Services;661;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;971;0599;MFP  POINTE A PITRE;MFP Services;971;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;861;0599;MFP  POITIERS;MFP Services;861;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;072;0599;MFP  PRIVAS;MFP Services;072;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;292;0599;MFP  QUIMPER;MFP Services;292;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;511;0599;MFP  REIMS;MFP Services;511;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;351;0599;MFP  RENNES;MFP Services;351;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;421;0599;MFP  ROANNE;MFP Services;421;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;121;0599;MFP  RODEZ;MFP Services;121;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;597;0599;MFP  ROUBAIX;MFP Services;597;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;764;0599;MFP  ROUEN;MFP Services;764;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;931;0507;MFP  S.M.A.R. BOBIGNY;MFP Services;507;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;951;0507;MFP  S.M.A.R. CERGY-PONTOISE;MFP Services;507;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;941;0507;MFP  S.M.A.R. CRETEIL;MFP Services;507;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;911;0507;MFP  S.M.A.R. EVRY;MFP Services;507;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;921;0507;MFP  S.M.A.R. NANTERRE;MFP Services;507;026;Le Palatino;17 avenue de Choisy;PARIS;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;751;0507;MFP  S.M.A.R. PARIS;MFP Services;507;026;'le Palatino';17 avenue de Choisy ;PARIS ;75640;CEDEX 13;0821 089 000 - 0,12?/mn;
94;781;0507;MFP  S.M.A.R. VERSAILLES;MFP Services;507;026;153 avenue d'Italie;;PARIS ;75013;;0821 089 000 - 0,12?/mn;01 56 61 55 56
94;974;0599;MFP  SAINT DENIS;MFP Services;974;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;572;0599;MFP  SARREGUEMINES;MFP Services;572;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;672;0599;MFP  SELESTAT;MFP Services;672;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;931;0599;MFP  SRI BOBIGNY;MFP Services;599;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;951;0599;MFP  SRI CERGY PONTOISE;MFP Services;599;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;941;0599;MFP  SRI CRETEIL;MFP Services;599;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;911;0599;MFP  SRI EVRY;MFP Services;599;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;921;0599;MFP  SRI NANTERRE;MFP Services;599;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;751;0599;MFP  SRI PARIS;MFP Services;599;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;781;0599;MFP  SRI VERSAILLES;MFP Services;599;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;221;0599;MFP  ST BRIEUC;MFP Services;221;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;422;0599;MFP  ST ETIENNE;MFP Services;422;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;501;0599;MFP  ST LO;MFP Services;501;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;442;0599;MFP  ST NAZAIRE;MFP Services;442;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;022;0599;MFP  ST QUENTIN;MFP Services;022;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;673;0599;MFP  STRASBOURG;MFP Services;673;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;651;0599;MFP  TARBES;MFP Services;651;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;573;0599;MFP  THIONVILLE;MFP Services;573;026;CS 99594		 		;BP 744;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;831;0599;MFP  TOULON;MFP Services;831;026;CS 99594			;;MONTPELLIER 	;34965;CÉDEX 01	;08 21 22 00 65;
94;311;0599;MFP  TOULOUSE;MFP Services;311;026;CS 99594			;;MONTPELLIER;34965;CÉDEX 01;	08 21 22 00 65;
94;598;0599;MFP  TOURCOING;MFP Services;598;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;371;0599;MFP  TOURS;MFP Services;371;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;101;0599;MFP  TROYES;MFP Services;101;026;CS 99594		 		;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;191;0599;MFP  TULLE;MFP Services;191;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;261;0599;MFP  VALENCE;MFP Services;261;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;599;0599;MFP  VALENCIENNES;MFP Services;599;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;561;0599;MFP  VANNES;MFP Services;561;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
94;701;0599;MFP  VESOUL;MFP Services;701;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;382;0599;MFP  VIENNE;MFP Services;382;026;CS 99594				;;MONTPELLIER;34965;CÉDEX 01	;08 21 22 00 65;
94;692;0599;MFP  VILLEFRANCHE SUR SAONE;MFP Services;692;026;CS 99594		 			;;MONTPELLIER;34965;CÉDEX 01;08 21 22 00 65;
99;681;0617;MGEL Colmar;Sections Locales Mutalistes - SLM;684;138;1 r Alfred Werner ;;MULHOUSE ;68200;;03 89 33 64 57;03 89 33 64 59
99;881;0617;MGEL Epinal;Sections Locales Mutalistes - SLM;883;138;18 quai Musée ;;EPINAL ;88000;;03 29 82 55 82;03 29 82 49 39
99;541;0617;MGEL Longwy;Sections Locales Mutalistes - SLM;546;138;44 cours Léopold  ;;NANCY;54000;;03 83 30 03 00;03 83 35 24 81
99;571;0617;MGEL Metz;Sections Locales Mutalistes - SLM;576;138; 11 bd Robert Serot ;;METZ ;57000;;03 87 30 34 14;03 87 30 52 40
99;682;0617;MGEL Mulhouse;Sections Locales Mutalistes - SLM;686;138;1 r Alfred Werner ;;MULHOUSE;68200;;03 89 33 64 57;03 89 33 64 59
99;542;0617;MGEL Nancy;Sections Locales Mutalistes - SLM;547;138;44 cours Léopold ;;NANCY ;54000;;03 83 30 03 00;03 83 35 24 81
99;511;0617;MGEL Reims;Sections Locales Mutalistes - SLM;512;138;49 r Houzeau Muiron ;;REIMS ;51100;;03 26 88 62 46;03 26 84 90 03
99;572;0617;MGEL Sarreguemines;Sections Locales Mutalistes - SLM;577;138;11 bd Robert Serot ;;METZ ;57000;;03 87 30 34 14;03 87 30 52 40
99;672;0617;MGEL Selestat;Sections Locales Mutalistes - SLM;675;138;4 r Londres ;;STRASBOURG ;67000;;03 88 60 26 26;03 88 61 86 25
99;673;0617;MGEL Strasbourg;Sections Locales Mutalistes - SLM;676;138;4 r Londres ;;STRASBOURG;67000;;03 88 60 26 26;03 88 61 86 25
99;573;0617;MGEL Thionville;Sections Locales Mutalistes - SLM;578;138;11 bd Robert Serot ;;METZ ;57000;;03 87 30 34 14;03 87 30 52 40
91;011;0506;MGEN AIN;Mutuelle Générale de l'Education Nationale - MGEN;011;007;9 rue Chateaubriand;;BOURG EN BRESSE;01020;CEDEX;04.74.50.40.40;04.74.45.20.76
91;021;0506;MGEN AISNE;Mutuelle Générale de l'Education Nationale - MGEN;021;007;1 rue Fernand Thuillart;;LAON;02017;CÉDEX;03.23.27.31.40;03.23.79.65.82
91;031;0506;MGEN ALLIER;Mutuelle Générale de l'Education Nationale - MGEN;031;007;BP 1723;;MOULIN;03017;CEDEX;04 70 44 19 67;04 70 46 18 07
91;041;0506;MGEN ALPES DE HAUTE PROVENCE;Mutuelle Générale de l'Education Nationale - MGEN;041;007;13 rue des Cabanons;;DIGNE LES BAINS;04018;CEDEX;04 92 30 86 86;04 92 30 86 83
91;061;0506;MGEN ALPES MARITIMES;Mutuelle Générale de l'Education Nationale - MGEN;061;007;39 rue Trachel;;NICE ;06053;CEDEX 1;04 93 88 77 11;04 93 87 85 51
91;071;0506;MGEN ANNONAY;Mutuelle Générale de l'Education Nationale - MGEN;071;007;;;;;;;
91;072;0506;MGEN ARDECHE;Mutuelle Générale de l'Education Nationale - MGEN;072;007;Avenue Général Leclerc;B.P. 214;PRIVAS;07002;CEDEX;04 75 65 88 00;04 75 64 17 45
91;081;0506;MGEN ARDENNES;Mutuelle Générale de l'Education Nationale - MGEN;081;007;26, rue des Tambours;BP 86;CHARLEVILLE- MEZIERES;08002;Cedex;03 24 58 61 38;03 24 33 51 33
91;091;0506;MGEN ARIEGE;Mutuelle Générale de l'Education Nationale - MGEN;091;007;;BP 56   ;FOIX;09008;CEDEX;05 61 65 40 11;05 61 02 66 26
91;591;0506;MGEN ARMENTIERES;Mutuelle Générale de l'Education Nationale - MGEN;591;007;;;;;;;
91;621;0506;MGEN ARRAS;Mutuelle Générale de l'Education Nationale - MGEN;621;007;6 av du Maréchal Koenig;;ARRAS;62025;CEDEX;;
91;101;0506;MGEN AUBE;Mutuelle Générale de l'Education Nationale - MGEN;101;007;;BP 45; ST ANDRE LES VERGERS ;10122;CEDEX;03 25 82 14 86;03 25 82 00 16
91;111;0506;MGEN AUDE;Mutuelle Générale de l'Education Nationale - MGEN;111;007;;;;;;;
91;121;0506;MGEN AVEYRON;Mutuelle Générale de l'Education Nationale - MGEN;121;007;;;;;;;
91;673;0506;MGEN BAS RHIN;Mutuelle Générale de l'Education Nationale - MGEN;673;007;Rue Henri Bergson ;;STRASBOURG;67096;CEDEX;03 88 26 30 66;03 88 27 15 37
91;341;0506;MGEN BEZIERS;Mutuelle Générale de l'Education Nationale - MGEN;341;007;;;;;;;
91;131;0506;MGEN BOUCHES DU RHONE;Mutuelle Générale de l'Education Nationale - MGEN;131;007;;;;;;;
91;622;0506;MGEN BOULOGNE SUR MER;Mutuelle Générale de l'Education Nationale - MGEN;622;007;;;;;;;
91;141;0506;MGEN CALVADOS;Mutuelle Générale de l'Education Nationale - MGEN;141;007;;;;;;;
91;592;0506;MGEN CAMBRAI;Mutuelle Générale de l'Education Nationale - MGEN;592;007;;;;;;;
