DEBUTVALID;CODE_TIPS;NOM_COURT;TARIF;NAT_PREST;Famille
08/09/2003;2347618;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 8;850,21;PAU;Frais d optique et d audioprothèse
08/09/2003;2347707;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND BT 2;973,39;PAU;Frais d optique et d audioprothèse
08/09/2003;2347736;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 9;880,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2347742;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON ES CL D;736,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2348084;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE 3 SC-D;798,22;PAU;Frais d optique et d audioprothèse
08/09/2003;2348233;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK ASTRO SC;1003,27;PAU;Frais d optique et d audioprothèse
08/09/2003;2348322;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, COSELGI B 16;683,28;PAU;Frais d optique et d audioprothèse
08/09/2003;2348339;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE PPCL;723,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2348500;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK SUPER FRONT PPSC;859,81;PAU;Frais d optique et d audioprothèse
08/09/2003;2348569;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 13 KAMP MMP;936,65;PAU;Frais d optique et d audioprothèse
08/09/2003;2348635;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK SUPER FRONT PPCL 4;768,19;PAU;Frais d optique et d audioprothèse
08/09/2003;2348641;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON IP3;853,26;PAU;Frais d optique et d audioprothèse
08/09/2003;2348724;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX A 9 +;710,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2348730;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON 3DD+;1270,21;PAU;Frais d optique et d audioprothèse
08/09/2003;2348820;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON UM 60 AGCO;819,26;PAU;Frais d optique et d audioprothèse
08/09/2003;2348925;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE PPC;786,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2348990;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 144 PP;702,18;PAU;Frais d optique et d audioprothèse
08/09/2003;2349008;AUDIOPROTHESE, CT, < 20 ANS OU CECITE, ACOUREX, WIDEX D 8;820,48;PAU;Frais d optique et d audioprothèse
08/09/2003;2349178;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK CLASSICA CD;808,13;PAU;Frais d optique et d audioprothèse
08/09/2003;2349511;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON 2 PRO;899,75;PAU;Frais d optique et d audioprothèse
08/09/2003;2349712;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, VIBRATEUR A CONDUCTION OSSEUSE;10,63;PAU;Frais d optique et d audioprothèse
08/09/2003;2349818;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 311 ALPHA'I;744,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2350164;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8200 P;997,02;PAU;Frais d optique et d audioprothèse
08/09/2003;2350307;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS VIVA 2 PRO;960,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2350402;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX DX;930,85;PAU;Frais d optique et d audioprothèse
08/09/2003;2350508;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE CO CONTACT STAR;968,05;PAU;Frais d optique et d audioprothèse
08/09/2003;2350550;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON OPUS 2 POWER;759,5;PAU;Frais d optique et d audioprothèse
08/09/2003;2350885;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 61;796,55;PAU;Frais d optique et d audioprothèse
08/09/2003;2350951;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 8 DF;1347,04;PAU;Frais d optique et d audioprothèse
08/09/2003;2351011;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX DSD KAMP;978,57;PAU;Frais d optique et d audioprothèse
08/09/2003;2351070;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICONET 2 P 2;960,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2351420;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON PROFIL DAT;593,64;PAU;Frais d optique et d audioprothèse
08/09/2003;2351525;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 61 K;638,61;PAU;Frais d optique et d audioprothèse
08/09/2003;2351548;AUDIOPROTHESE, APPAREIL DE CLASSE A, > OU = 20 ANS;199,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2351867;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON 390 PL;695,32;PAU;Frais d optique et d audioprothèse
08/09/2003;2351896;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 11;716,21;PAU;Frais d optique et d audioprothèse
08/09/2003;2351910;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON SMILE 320 ITC;1253,28;PAU;Frais d optique et d audioprothèse
08/09/2003;2352097;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, POTENTIOMETRE;4,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2352424;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGIFOCUS II COMPACT;1166,84;PAU;Frais d optique et d audioprothèse
08/09/2003;2352482;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON EAZY PRO;1003,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2352766;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 13 SEQUEL PRG;880,39;PAU;Frais d optique et d audioprothèse
08/09/2003;2353033;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY A 13 KAMP PRG;877,95;PAU;Frais d optique et d audioprothèse
08/09/2003;2353429;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON DYNAMIC T AGS;790,6;PAU;Frais d optique et d audioprothèse
08/09/2003;2353524;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 147;686,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2354140;AUDIOPROTHESE, CT, < 20 ANS OU CECITE, ACOUREX, WIDEX L 32 E;775,66;PAU;Frais d optique et d audioprothèse
08/09/2003;2354216;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX C 9;1168,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2354587;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 21 P;939,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2354788;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 47 I;786,94;PAU;Frais d optique et d audioprothèse
22/09/2004;2355084;AUDIOPROTHESE, APPAREIL DE CLASSE D, < 20 ANS;1400;PAU;Frais d optique et d audioprothèse
08/09/2003;2355316;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, INTERTON MEGA POWER MP 97;739,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2355434;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 8 DI;1373,87;PAU;Frais d optique et d audioprothèse
08/09/2003;2355581;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY MC II CP;1127,97;PAU;Frais d optique et d audioprothèse
22/09/2004;2355820;AUDIOPROTHESE, APPAREIL DE CLASSE C, < 20 ANS;1250;PAU;Frais d optique et d audioprothèse
08/09/2003;2355836;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX SENSO P 38;1193,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2355859;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX SENSO P 37;1047,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2356008;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 32;835,42;PAU;Frais d optique et d audioprothèse
08/09/2003;2356020;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC REFLEX 2;879,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2356540;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, SY;879,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2356592;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS L 61-O;638,61;PAU;Frais d optique et d audioprothèse
08/09/2003;2356729;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 61;775,66;PAU;Frais d optique et d audioprothèse
08/09/2003;2356860;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON DUALINE DL 100 DSP;1103,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2356899;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON REXTON D;1103,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2356965;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON ALPHA'KP IP6;919,72;PAU;Frais d optique et d audioprothèse
08/09/2003;2356994;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DIXY 49;844,26;PAU;Frais d optique et d audioprothèse
08/09/2003;2357090;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON JAZZ 925 2 C PROG II;979,64;PAU;Frais d optique et d audioprothèse
08/09/2003;2357290;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK INCA MC;898,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2357315;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE SC 2;776,88;PAU;Frais d optique et d audioprothèse
04/08/2005;2357338;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, > OU = 20 ANS, EMBOUT;4,91;PAU;Frais d optique et d audioprothèse
08/09/2003;2357568;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, ES (GAES) E 8 PP AGC;659,95;PAU;Frais d optique et d audioprothèse
08/09/2003;2357781;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK AUDINET CS;531,89;PAU;Frais d optique et d audioprothèse
08/09/2003;2358361;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON N02;1273,86;PAU;Frais d optique et d audioprothèse
08/09/2003;2358556;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX DANALOGIC 501 D;1231,79;PAU;Frais d optique et d audioprothèse
08/09/2003;2358562;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGILIFE COM MIC;1026,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2358875;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON V+;1059,06;PAU;Frais d optique et d audioprothèse
08/09/2003;2359596;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON ENERGY PL;719,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2360636;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON 925 DIGITAL;1066,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2360731;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, INTERTON SUPRA MDD;997,93;PAU;Frais d optique et d audioprothèse
08/09/2003;2360808;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, DANAVOX DANALOGIC 163 D;1221,42;PAU;Frais d optique et d audioprothèse
08/09/2003;2360814;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 610 ALPHA'I;836,79;PAU;Frais d optique et d audioprothèse
08/09/2003;2360889;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO FORTE PPC P 2;664,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2361179;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON SOUND F/X + 4;858,59;PAU;Frais d optique et d audioprothèse
08/09/2003;2361452;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON RX 02;860,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2361877;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON ERGO;954,64;PAU;Frais d optique et d audioprothèse
08/09/2003;2361943;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON DUALINE 300;917,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2362291;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, COSELGI AMICO T.MH.M;891,98;PAU;Frais d optique et d audioprothèse
08/09/2003;2362463;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON MULTIFOCUS COMPACT MILD;716,05;PAU;Frais d optique et d audioprothèse
08/09/2003;2362687;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS VIVA 2 PRO ITE;972,17;PAU;Frais d optique et d audioprothèse
08/09/2003;2362730;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICONET 2P2 AZ;958,45;PAU;Frais d optique et d audioprothèse
08/09/2003;2363066;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON MULTIFOCUS COMPACT POWER;701,72;PAU;Frais d optique et d audioprothèse
08/09/2003;2363132;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON PICCOLO KAMP +;859,81;PAU;Frais d optique et d audioprothèse
08/09/2003;2363209;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON DEQ II;899,75;PAU;Frais d optique et d audioprothèse
08/09/2003;2363356;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON SAPHIR 48 CWR;718,95;PAU;Frais d optique et d audioprothèse
08/09/2003;2363439;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, COSELGI B 112/2/SMT;551,87;PAU;Frais d optique et d audioprothèse
08/09/2003;2363824;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON DUALINE 310;917,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2364143;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON DIGIFOCUS II ITC;1253,28;PAU;Frais d optique et d audioprothèse
08/09/2003;2365131;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICO CSHT;721,69;PAU;Frais d optique et d audioprothèse
08/09/2003;2365183;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK AUDINET PPCH;766,36;PAU;Frais d optique et d audioprothèse
08/09/2003;2365289;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC I 102;854,78;PAU;Frais d optique et d audioprothèse
08/09/2003;2365361;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY CQL MC CP;960,73;PAU;Frais d optique et d audioprothèse
08/09/2003;2365668;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPERA CSP II-P;1066,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2366478;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS S 41 T;808,44;PAU;Frais d optique et d audioprothèse
08/09/2003;2366722;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON MULTIFOCUS COMPACT;760,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2366739;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON ENERGY P;739,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2366745;AUDIOPROTHESE, < 20 ANS OU CECITE, MINITONE, MINITONE DYNAMIC II PRO 10;1086,81;PAU;Frais d optique et d audioprothèse
08/09/2003;2367199;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX Q 32;880,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2367377;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND IC 4;1086,81;PAU;Frais d optique et d audioprothèse
08/09/2003;2367510;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE INVISA CSP II-P;1024,46;PAU;Frais d optique et d audioprothèse
08/09/2003;2367549;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DX 700 CIC;1211,51;PAU;Frais d optique et d audioprothèse
08/09/2003;2367561;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON RX 2 PRO;981,62;PAU;Frais d optique et d audioprothèse
08/09/2003;2367762;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON PICCOLO PAI;783,13;PAU;Frais d optique et d audioprothèse
08/09/2003;2368135;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON 221 DEQ II;827,04;PAU;Frais d optique et d audioprothèse
08/09/2003;2368313;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 8 DC;1103,88;PAU;Frais d optique et d audioprothèse
08/09/2003;2368365;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8262;958,45;PAU;Frais d optique et d audioprothèse
08/09/2003;2368550;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 8 D;1347,04;PAU;Frais d optique et d audioprothèse
08/09/2003;2368879;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8272;899,75;PAU;Frais d optique et d audioprothèse
08/09/2003;2368951;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON AGCID II;941,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2369028;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS MUSIC ITE;1053,12;PAU;Frais d optique et d audioprothèse
08/09/2003;2369070;AUDIOPROTHESE, < 20 ANS OU CECITE, ENTIFIC, BAHA BAHA CLASSIC 300;1676,94;PAU;Frais d optique et d audioprothèse
08/09/2003;2369100;AUDIOPROTHESE, < 20 ANS OU CECITE, STARKEY, STARKEY CQL CP;962,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2369146;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8264;837,4;PAU;Frais d optique et d audioprothèse
08/09/2003;2369258;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 515;719,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2369471;AUDIOPROTHESE, APPAREIL DE CLASSE C, > OU = 20 ANS;199,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2369703;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 41;659,8;PAU;Frais d optique et d audioprothèse
08/09/2003;2369844;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 61-40;1163,49;PAU;Frais d optique et d audioprothèse
08/09/2003;2370020;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPERA + DSA;779,47;PAU;Frais d optique et d audioprothèse
08/09/2003;2370190;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK PICONET 231 X;938,48;PAU;Frais d optique et d audioprothèse
08/09/2003;2370267;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, BELTONE OPTIMA MAX;779,47;PAU;Frais d optique et d audioprothèse
08/09/2003;2370801;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX SENSO P 8 X;1225,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2370882;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 71;1265,02;PAU;Frais d optique et d audioprothèse
08/09/2003;2370907;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX ES 8;730,99;PAU;Frais d optique et d audioprothèse
08/09/2003;2371189;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON REXTON RX 12;1151,6;PAU;Frais d optique et d audioprothèse
08/09/2003;2371404;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8273;920,33;PAU;Frais d optique et d audioprothèse
08/09/2003;2372177;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX CIC+;1232,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2372183;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS 564 P;723,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2372912;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, SONAR 8265;857,98;PAU;Frais d optique et d audioprothèse
08/09/2003;2372935;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON WDRC MULTIPRO;937,71;PAU;Frais d optique et d audioprothèse
08/09/2003;2373136;AUDIOPROTHESE, < 20 ANS OU CECITE, SIEMENS, SIEMENS MUSIC POWER;975,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2373656;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DX 925 MM II;1336,22;PAU;Frais d optique et d audioprothèse
08/09/2003;2373981;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON PROFIL A 2 K;656,29;PAU;Frais d optique et d audioprothèse
08/09/2003;2374472;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON SMILE 310 ITC;1232,09;PAU;Frais d optique et d audioprothèse
08/09/2003;2374816;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO SONIC, SONIC INNOVATIONS 2 SE-I;1180,41;PAU;Frais d optique et d audioprothèse
08/09/2003;2374874;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON R 1;829,32;PAU;Frais d optique et d audioprothèse
08/09/2003;2374897;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX ES 9;745,93;PAU;Frais d optique et d audioprothèse
08/09/2003;2375365;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON IKON AGCI;800,05;PAU;Frais d optique et d audioprothèse
08/09/2003;2375490;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON US 80 PP;719,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2375684;AUDIOPROTHESE, < 20 ANS OU CECITE, PHONAK, PHONAK INCA K AMP;779,47;PAU;Frais d optique et d audioprothèse
08/09/2003;2375767;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON IKON LIN;760,11;PAU;Frais d optique et d audioprothèse
08/09/2003;2375780;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON HORIZON III;941,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2375951;AUDIOPROTHESE, < 20 ANS OU CECITE, A.P.I, API N 002;745,93;PAU;Frais d optique et d audioprothèse
08/09/2003;2375980;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON DYNAMIC PP 4;820,02;PAU;Frais d optique et d audioprothèse
08/09/2003;2376005;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 71 KP;924,91;PAU;Frais d optique et d audioprothèse
08/09/2003;2376525;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, RESOUND BA 4 T;1055,56;PAU;Frais d optique et d audioprothèse
08/09/2003;2376726;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS M 61-OD;638,61;PAU;Frais d optique et d audioprothèse
08/09/2003;2376850;AUDIOPROTHESE, < 20 ANS OU CECITE, INTRASON, INTRASON DIGITALIS DSP II;1128,58;PAU;Frais d optique et d audioprothèse
08/09/2003;2377192;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX L 12 E;760,72;PAU;Frais d optique et d audioprothèse
08/09/2003;2377499;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON ES 13;679,92;PAU;Frais d optique et d audioprothèse
08/09/2003;2378010;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON DIXY 49 TWICE II VC;978,27;PAU;Frais d optique et d audioprothèse
08/09/2003;2378228;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON PICCOLO PAO;759,5;PAU;Frais d optique et d audioprothèse
08/09/2003;2378636;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, OTICON PRIMO FOCUS CIC;941,53;PAU;Frais d optique et d audioprothèse
08/09/2003;2379200;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX CX;1117,3;PAU;Frais d optique et d audioprothèse
08/09/2003;2379216;AUDIOPROTHESE, < 20 ANS OU CECITE, NEWSON, NEWSON ES 10;654,77;PAU;Frais d optique et d audioprothèse
08/09/2003;2379340;AUDIOPROTHESE, < 20 ANS OU CECITE, SARFFA, UNITRON ESTEEM CD LINEAR;745,93;PAU;Frais d optique et d audioprothèse
08/09/2003;2379529;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX A 18 +;698,06;PAU;Frais d optique et d audioprothèse
08/09/2003;2379570;AUDIOPROTHESE, < 20 ANS OU CECITE, AUDIOMEDI, HANSATON HA/49 2 C II;1124,77;PAU;Frais d optique et d audioprothèse
08/09/2003;2379699;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 71-O;800,05;PAU;Frais d optique et d audioprothèse
08/09/2003;2379742;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, SONIC INNOVATIONS, CIC 10;1202,37;PAU;Frais d optique et d audioprothèse
08/09/2003;2379966;AUDIOPROTHESE, < 20 ANS OU CECITE, BIOTONE, REXTON PICCOLO KAMP VC+;859,96;PAU;Frais d optique et d audioprothèse
08/09/2003;2380099;AUDIOPROTHESE, < 20 ANS OU CECITE, PRODITION, BERNAFON AUDIOFLEX 100;891,67;PAU;Frais d optique et d audioprothèse
08/09/2003;2380142;AUDIOPROTHESE, < 20 ANS OU CECITE, ISO-SONIC, ISO-SONIC C 102 AGC;671,23;PAU;Frais d optique et d audioprothèse
08/09/2003;2380515;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS P 71 P;861,18;PAU;Frais d optique et d audioprothèse
08/09/2003;2380538;AUDIOPROTHESE, < 20 ANS OU CECITE, BELTONE, PHILIPS D 21;1286,52;PAU;Frais d optique et d audioprothèse
08/09/2003;2380857;AUDIOPROTHESE, < 20 ANS OU CECITE, GN RESOUND, VIENNATONE 146 S;916,68;PAU;Frais d optique et d audioprothèse
08/09/2003;2381087;AUDIOPROTHESE, < 20 ANS OU CECITE, ACOUREX, WIDEX CX AVEC BT;1117,3;PAU;Frais d optique et d audioprothèse
